ID,Name,BirthDate,Pos,NHL,HockeyDB,PuckPedia
robidju01,Justin Robidas,2003-03-13,C,CAR,227345,justin-robidas
robiner01,Eric Robinson,1995-06-14,LW,CAR,170338,eric-robinson
rodriev01,Evan Rodrigues,1993-07-28,C,FLA,125404,evan-rodrigues
rogowbr01,Brooks Rogowski,2008-06-24,C,VAN,,brooks-rogowski
romanal01,Alexander Romanov,2000-01-06,D,NYI,213745,alexander-romanov
rombaja01,Jacob Rombach,2007-04-01,D,NSH,269683,jacob-rombach
rondbjo01,Jonas Røndbjerg,1999-03-31,RW,VEG,182062,jonas-rondbjerg
roobrry01,Ryan Roobroeck,2007-09-25,LW,CHI,,ryan-roobroeck
rooneke01,Kevin Rooney,1993-05-21,C,UTA,160749,kevin-rooney
rosenis01,Isak Rosen,2003-03-15,RW,WPG,233734,isak-rosen
rosloja01,Jack Roslovic,1997-01-29,C,EDM,170340,jack-roslovic
rossima01,Marco Rossi,2001-09-23,C,VAN,216636,marco-rossi
royjo01,Joshua Roy,2003-08-06,RW,UTA,227346,joshua-roy
royma04,Matt Roy,1995-03-01,D,WSH,161684,matt-roy
royni01,Nicolas Roy,1997-02-05,C,COL,169632,nicolas-roy
ruckli01,Liam Ruck,2008-02-21,RW,PIT,,liam-ruck
ruckma01,Markus Ruck,2008-02-21,C,PIT,,markus-ruck
rudolda01,Daxon Rudolph,2008-03-06,D,BUF,,daxon-rudolph
runtsti01,Timofei Runtso,2007-07-06,D,MTL,,timofei-runtso
ruohohe01,Heikki Ruohonen,2006-06-19,C,PHI,273305,heikki-ruohonen
rustbr01,Bryan Rust,1992-05-11,RW,PIT,123394,bryan-rust
ryabkiv01,Ivan Ryabkin,2007-04-25,C,CAR,281644,ivan-ryabkin
saadbr01,Brandon Saad,1992-10-27,LW,VEG,123396,brandon-saad
sabousc01,Scott Sabourin,1992-07-30,F,TBL,122904,scott-sabourin
sahlile01,Leo Sahlin Wallenius,2006-04-10,D,SJS,251161,leo-sahlin-wallenius
saleed01,Eduard Sale,2005-03-10,LW,SEA,251299,eduard-sale
salomel01,Elias Salomonsson,2004-08-31,D,WPG,238776,elias-salomonsson
samanjo01,Josh Samanski,2002-03-22,F,EDM,215089,josh-samanski
sambedy01,Dylan Samberg,1999-01-24,D,WPG,202503,dylan-samberg
samosma01,Mackie Samoskevich,2002-11-15,RW,FLA,223446,mackie-samoskevich
samsoil01,Ilya Samsonov,1997-02-22,G,VEG,180628,ilya-samsonov
samuema02,Mattias Samuelsson,2000-03-14,D,BUF,196144,mattias-samuelsson
sandeja01,Jake Sanderson,2002-07-08,D,OTT,217366,jake-sanderson
sandiax01,Axel Sandin Pellikka,2005-03-11,D,DET,249530,axel-sandin-pellikka
sandira01,Rasmus Sandin,2000-03-07,D,WSH,207946,rasmus-sandin
sanhetr01,Travis Sanheim,1996-03-29,D,PHI,166828,travis-sanheim
santist01,Steven Santini,1995-03-07,D,TBL,145552,steven-santini
sapovma01,Matyas Sapovaliv,2004-02-12,C,VEG,249249,matyas-sapovaliv
sarosju01,Juuse Saros,1995-04-19,G,NSH,161740,juuse-saros
sassoma01,Max Sasson,2000-09-05,F,VAN,208440,max-sasson
savoima01,Matthew Savoie,2004-01-01,C,EDM,227300,matthew-savoie
sawchgr01,Gracyn Sawchyn,2005-01-19,C,FLA,248130,gracyn-sawchyn
schaema01,Matthew Schaefer,2007-09-05,D,NYI,271150,matthew-schaefer
schaere01,Reid Schaefer,2003-09-21,LW,NSH,226598,reid-schaefer
scheima01,Mark Scheifele,1993-03-15,C,WPG,130548,mark-scheifele
schenbr01,Brayden Schenn,1991-08-22,C,NYI,106939,brayden-schenn
schenlu01,Luke Schenn,1989-11-02,D,BUF,89981,luke-schenn
schmani01,Nick Schmaltz,1996-02-23,C,UTA,147658,nick-schmaltz
schmiak01,Akira Schmid,2000-05-12,G,VEG,214508,akira-schmid
schmica01,Cameron Schmidt,2007-01-19,RW,DAL,265007,cameron-schmidt
schmina01,Nate Schmidt,1991-07-16,D,UTA,123400,nate-schmidt
schnebr01,Braden Schneider,2001-09-20,D,NYR,202373,braden-schneider
schwaja01,Jaden Schwartz,1992-06-25,C,SEA,118953,jaden-schwartz
schwico01,Cole Schwindt,2001-04-25,RW,FLA,208561,cole-schwindt
sebrado01,Donovan Sebrango,2002-01-12,D,FLA,209054,donovan-sebrango
seeleni01,Nick Seeler,1993-06-03,D,PHI,143106,nick-seeler
seelero01,Ronan Seeley,2002-08-02,D,CAR,216825,ronan-seeley
seguity01,Tyler Seguin,1992-01-31,C,DAL,116079,tyler-seguin
seidemo01,Moritz Seider,2001-04-06,D,DET,212672,moritz-seider
sennebe01,Beckett Sennecke,2006-01-28,F,ANA,262225,beckett-sennecke
sergami01,Mikhail Sergachev,1998-06-25,D,UTA,187455,mikhail-sergachev
sergear01,Arsenii Sergeev,2002-12-16,G,CGY,226431,arsenii-sergeev
severda01,Damon Severson,1994-08-07,D,CBJ,124610,damon-severson
shabama01,Maksim Shabanov,2000-10-07,F,MIN,249103,maksim-shabanov
shaikal01,Alan Shaikhlislamov,2008-09-04,RW,CGY,,alan-shaikhlislamov
sharaye01,Yegor Sharangovich,1998-06-06,C,CGY,207017,yegor-sharangovich
shcheni01,Nikita Shcherbakov,2007-10-23,D,NJD,,nikita-shcherbakov
shearco01,Conor Sheary,1992-06-08,LW,NYR,131804,conor-sheary
sheary01,Ryan Shea,1997-02-11,D,PIT,179361,ryan-shea
shepahu01,Hunter Shepard,1995-11-07,G,OTT,176886,hunter-shepard
sherwki01,Kiefer Sherwood,1995-03-31,RW,SJS,161165,kiefer-sherwood
shestig01,Igor Shesterkin,1995-12-30,G,NYR,173069,igor-shesterkin
shiloeg01,Egor Shilov,2008-04-30,C,COL,,egor-shilov
shinedo01,Dominik Shine,1993-04-18,F,DET,123403,dominik-shine
shurama01,Matvei Shuravin,2006-03-22,D,FLA,271648,matvei-shuravin
sidorye01,Yegor Sidorov,2004-06-18,RW,ANA,248102,yegor-sidorov
siegejo01,Jonas Siegenthaler,1997-05-06,D,NJD,175024,jonas-siegenthaler
silayan01,Anton Silayev,2006-04-11,D,NJD,268690,anton-silayev
sillico01,Cole Sillinger,2003-05-16,C,CBJ,218022,cole-sillinger
silovar01,Arturs Silovs,2001-03-22,G,PIT,225170,arturs-silovs
simasdm01,Dmitriy Simashev,2005-02-04,D,UTA,260071,dmitriy-simashev
simpsco01,Cooper Simpson,2007-02-05,LW,BOS,,cooper-simpson
sissoco01,Colton Sissons,1993-11-05,C,VEG,127134,colton-sissons
skinnhu01,Hunter Skinner,2001-04-29,D,NSH,209449,hunter-skinner
skinnje01,Jeff Skinner,1992-05-16,LW,SJS,116085,jeff-skinner
skinnst01,Stuart Skinner,1998-11-01,G,PIT,172646,stuart-skinner
skjeibr01,Brady Skjei,1994-03-26,D,NSH,130995,brady-skjei
skoogwi01,Wilmer Skoog,1999-07-17,F,DET,216452,wilmer-skoog
slafkju01,Juraj Slafkovsky,2004-03-30,LW,MTL,238593,juraj-slafkovsky
slaggla01,Landon Slaggert,2002-06-25,LW,CHI,217367,landon-slaggert
slavija01,Jaccob Slavin,1994-05-01,D,CAR,132851,jaccob-slavin
slavijo01,Josiah Slavin,1998-12-31,LW,CAR,196145,josiah-slavin
slukyha01,Hampton Slukynsky,2005-07-02,G,LAK,266370,hampton-slukynsky
smithbr05,Brendan Smith,1989-02-08,D,CBJ,90926,brendan-smith
smithco02,Cole Smith,1995-10-28,F,VEG,177758,cole-smith
smithga02,Gabe Smith,2006-08-03,C,UTA,,gabe-smith
smithja04,Jackson Smith,2007-05-13,D,CBJ,269199,jackson-smith
smithre01,Reilly Smith,1991-04-01,RW,VEG,115612,reilly-smith
smithta01,Tarin Smith,2006-03-24,D,ANA,251364,tarin-smith
smithwi01,Will Smith,2005-03-17,C,SJS,248133,will-smith
smitsal01,Alberts Smits,2007-12-02,D,NYR,,alberts-smits
snuggji01,Jimmy Snuggerud,2004-06-01,RW,STL,238291,jimmy-snuggerud
soderar01,Arvid Söderblom,1999-08-19,G,CHI,201663,arvid-soderblom
soderel01,Elmer Söderblom,2001-07-05,RW,PIT,225171,elmer-soderblom
sodervi01,Victor Söderström,2001-02-26,D,PHX,218249,victor-soderstrom
sogaama01,Mads Søgaard,2000-12-13,G,OTT,192024,mads-sogaard
sokolma01,Maksim Sokolovskii,2008-07-12,D,PHI,,maksim-sokolovskii
solbest01,Stian Solberg,2005-12-29,D,ANA,272901,stian-solberg
solovil01,Ilya Solovyov,2000-07-20,D,PIT,227265,ilya-solovyov
sorenwi01,Wiggo Sorensson,2008-04-15,C,CAR,,wiggo-sorensson
sorokil01,Ilya Sorokin,1995-08-04,G,NYI,163413,ilya-sorokin
soucyca01,Carson Soucy,1994-07-27,D,NYI,152151,carson-soucy
sourdju01,Justin Sourdif,2002-03-24,RW,WSH,210583,justin-sourdif
spaceda01,David Spacek,2003-02-18,D,MIN,241826,david-spacek
sparkty01,Tyus Sparks,2008-01-04,C,WSH,,tyus-sparks
spellaj01,AJ Spellacy,2006-02-24,F,CHI,262406,aj-spellacy
spencjo01,Jordan Spence,2001-02-24,D,OTT,216579,jordan-spence
spencma02,Malcolm Spence,2006-09-22,LW,NYR,262226,malcolm-spence
spurgja01,Jared Spurgeon,1989-11-29,D,MIN,89986,jared-spurgeon
staaljo01,Jordan Staal,1988-09-10,C,CAR,80489,jordan-staal
stamkst01,Steven Stamkos,1990-02-07,C,NSH,96607,steven-stamkos
stanklo01,Logan Stankoven,2003-02-26,C,CAR,217763,logan-stankoven
stanllo01,Logan Stanley,1998-05-26,D,BUF,177612,logan-stanley
stastsp01,Spencer Stastney,2000-01-04,D,EDM,196146,spencer-stastney
stechtr01,Troy Stecher,1994-04-07,D,TOR,139295,troy-stecher
steelsa01,Sam Steel,1998-02-03,C,DAL,171350,sam-steel
steeval02,Alex Steeves,1999-12-10,F,BOS,189542,alex-steeves
stenbiv01,Ivar Stenberg,2007-09-30,LW,SJS,,ivar-stenberg
stenbot01,Otto Stenberg,2005-05-29,C,STL,248005,otto-stenberg
stenlke01,Kevin Stenlund,1996-09-20,C,UTA,180806,kevin-stenlund
stephch02,Chandler Stephenson,1994-04-22,C,SEA,130705,chandler-stephenson
stevecl01,Clay Stevenson,1999-03-03,G,WSH,208292,clay-stevenson
stigate01,Teddy Stiga,2006-04-05,F,NSH,262581,teddy-stiga
stillch01,Chase Stillman,2003-03-19,RW,DET,219250,chase-stillman
stillri01,Riley Stillman,1998-03-09,D,EDM,171449,riley-stillman
stivajo01,Jack St. Ivany,1999-07-22,D,PIT,196276,jack-st-ivany
stolaan01,Anthony Stolarz,1994-01-20,G,TOR,144264,anthony-stolarz
stonema01,Mark Stone,1992-05-13,RW,VEG,116184,mark-stone
stramch01,Charlie Stramel,2004-10-15,C,MIN,238293,charlie-stramel
stromdy01,Dylan Strome,1997-03-07,C,WSH,170174,dylan-strome
stromry01,Ryan Strome,1993-07-11,C,CGY,122942,ryan-strome
stromwi01,William Stromgren,2003-06-07,LW,CGY,236671,william-stromgren
strubja01,Jayden Struble,2001-09-08,D,MTL,224707,jayden-struble
studnja01,Jack Studnicka,1999-02-18,C,FLA,187405,jack-studnicka
stuetti02,Tim Stützle,2002-01-15,LW,OTT,226509,tim-stutzle
sturmni01,Nico Sturm,1995-05-03,C,MIN,173468,nico-sturm
sundqos01,Oskar Sundqvist,1994-03-23,C,STL,155343,oskar-sundqvist
sunieay01,Aydar Suniev,2004-11-16,LW,CGY,251765,aydar-suniev
surineg01,Egor Surin,2006-08-01,C,NSH,271649,egor-surin
suterpi01,Pius Suter,1996-05-24,F,STL,170175,pius-suter
suterry01,Ryan Suter,1985-01-21,D,STL,72672,ryan-suter
suvanol01,Oliver Suvanto,2008-09-03,C,WSH,,oliver-suvanto
suzdaal01,Alexander Suzdalev,2004-03-05,LW,WSH,244047,alexander-suzdalev
suzukni01,Nick Suzuki,1999-08-10,C,MTL,187477,nick-suzuki
suzukry01,Ryan Suzuki,2001-05-28,C,CAR,208485,ryan-suzuki
svechan01,Andrei Svechnikov,2000-03-26,RW,CAR,196147,andrei-svechnikov
svechfe01,Fedor Svechkov,2003-04-05,C,NSH,241830,fedor-svechkov
svozist01,Stanislav Svozil,2003-01-17,D,CBJ,228173,stanislav-svozil
swaymje01,Jeremy Swayman,1998-11-24,G,BOS,196280,jeremy-swayman
sykorad01,Adam Sykora,2004-09-07,LW,NYR,238151,adam-sykora
talboca01,Cam Talbot,1987-07-05,G,DET,100197,cam-talbot
tanevbr01,Brandon Tanev,1991-12-31,LW,UTA,130410,brandon-tanev
tanevch01,Chris Tanev,1989-12-20,D,TOR,105112,chris-tanev
tarasda02,Daniil Tarasov,1999-03-27,G,FLA,204722,daniil-tarasov
tarasvl01,Vladimir Tarasenko,1991-12-13,RW,MIN,117204,vladimir-tarasenko
tavarjo01,John Tavares,1990-09-20,C,TOR,89823,john-tavares
teravte01,Teuvo Teräväinen,1994-09-11,F,CHI,144613,teuvo-teravainen
terrytr01,Troy Terry,1997-09-10,C,ANA,172202,troy-terry
texieal01,Alexandre Texier,1999-09-13,C,MTL,195106,alexandre-texier
theodsh01,Shea Theodore,1995-08-03,D,VEG,137663,shea-theodore
thomaro01,Robert Thomas,1999-07-02,C,STL,187472,robert-thomas
thompai01,Aidan Thompson,2002-02-18,C,NYR,217729,aidan-thompson
thompja01,Jack Thompson,2002-03-19,D,VAN,212039,jack-thompson
thomplo01,Logan Thompson,1997-02-25,G,WSH,177085,logan-thompson
thompta01,Tage Thompson,1997-10-30,C,BUF,177831,tage-thompson
thomsla01,Lassi Thomson,2000-09-24,D,OTT,216664,lassi-thomson
thorpty01,Tyler Thorpe,2005-08-11,F,MTL,261847,tyler-thorpe
thrunhe01,Henry Thrun,2001-03-12,D,TOR,209469,henry-thrun
timmico01,Conor Timmins,1998-09-18,D,BUF,187449,conor-timmins
tippeow01,Owen Tippett,1999-02-16,RW,PHI,180592,owen-tippett
tkachbr01,Brady Tkachuk,1999-09-16,LW,OTT,187580,brady-tkachuk
tkachma01,Matthew Tkachuk,1997-12-11,LW,FLA,170348,matthew-tkachuk
toewsde01,Devon Toews,1994-02-21,D,COL,153018,devon-toews
toewsjo01,Jonathan Toews,1988-04-29,C,CHI,93829,jonathan-toews
toffoty01,Tyler Toffoli,1992-04-24,C,SJS,115633,tyler-toffoli
tolopni01,Nikita Tolopilo,2000-04-06,G,VAN,232637,nikita-tolopilo
tolvaee01,Eeli Tolvanen,1999-04-22,RW,SEA,187581,eeli-tolvanen
tomasda01,David Tomasek,1996-02-10,F,EDM,170178,david-tomasek
tomasph01,Philip Tomasino,2001-07-28,C,PIT,208686,philip-tomasino
tonindo01,Dominic Toninato,1994-03-09,C,CHI,154157,dominic-toninato
toropal01,Alexey Toropchenko,1999-06-25,RW,STL,204724,alexey-toropchenko
traffhe01,Herman Traff,2005-12-31,F,ANA,260354,herman-traff
tralmed01,Eduards Tralmaks,1997-02-17,F,EDM,,eduards-tralmaks
trejbto01,Tobias Trejbal,2007-11-09,G,CGY,,tobias-trejbal
treniya01,Yakov Trenin,1997-01-13,C,MIN,176691,yakov-trenin
trikogl01,Gleb Trikozov,2004-08-12,LW,CAR,254380,gleb-trikozov
trinebo01,Bogdan Trineyev,2002-03-04,RW,WSH,233695,bogdan-trineyev
trochvi01,Vincent Trocheck,1993-07-11,C,NYR,122917,vincent-trocheck
troubja01,Jacob Trouba,1994-02-26,D,ANA,131007,jacob-trouba
trudefe01,Félix Trudeau,2002-09-24,F,STL,,felix-trudeau
tsyplma01,Maxim Tsyplakov,1998-09-19,F,NJD,207683,maxim-tsyplakov
tuchal01,Alex Tuch,1996-05-10,RW,BUF,160632,alex-tuch
tuckety01,Tyler Tucker,2000-03-01,D,STL,191525,tyler-tucker
tufteri01,Riley Tufte,1998-04-10,LW,NJD,181784,riley-tufte
tuomasa01,Samu Tuomaala,2003-01-08,RW,PHI,235476,samu-tuomaala
turcoal02,Alex Turcotte,2001-02-26,C,LAK,209490,alex-turcotte
tverbry01,Ryan Tverberg,2002-01-30,C,TOR,223475,ryan-tverberg
tynant.01,T.J. Tynan,1992-02-25,C,CBJ,123417,tj-tynan
uchacka01,Kai Uchacz,2003-06-24,F,VEG,221731,kai-uchacz
ufkory01,Ryan Ufko,2003-05-07,D,NSH,227942,ryan-ufko
ullmali01,Linus Ullmark,1993-07-31,G,OTT,152794,linus-ullmark
ungerfe01,Felix Unger Sorum,2005-09-14,RW,CAR,250774,felix-unger-sorum
vaakaur01,Urho Vaakanainen,1999-01-01,D,NYR,191102,urho-vaakanainen
valenad01,Adam Valentini,2008-04-11,C,UTA,,adam-valentini
valimju01,Juuso Välimäki,1998-10-06,D,CAR,187366,juuso-valimaki
vanacma01,Marek Vanacker,2006-04-12,F,CHI,252764,marek-vanacker
vanecja01,Jakub Vanecek,2008-02-25,D,DAL,,jakub-vanecek
vanecvi01,Vítek Vaněček,1996-01-09,G,UTA,171229,vitek-vanecek
vanhama01,Matias Vanhanen,2007-09-11,LW,NJD,,matias-vanhanen
vanrija01,James van Riemsdyk,1989-05-04,LW,DET,105417,james-van-riemsdyk
vanritr01,Trevor van Riemsdyk,1991-07-24,D,WSH,146221,trevor-van-riemsdyk
vansash01,Shane Vansaghi,2006-10-11,RW,PHI,262582,shane-vansaghi
varlasi01,Semyon Varlamov,1988-04-27,G,NYI,89271,semyon-varlamov
vasilan02,Andrei Vasilevskiy,1994-07-25,G,TBL,155331,andrei-vasilevskiy
vatrafr01,Frank Vatrano,1994-03-14,LW,ANA,131009,frank-vatrano
vejmeka01,Karel Vejmelka,1996-05-25,G,UTA,176778,karel-vejmelka
velenjo01,Joe Veleno,2000-01-13,C,MTL,187148,joe-veleno
verhaca01,Carter Verhaeghe,1995-08-14,C,FLA,145093,carter-verhaeghe
verhoke01,Keaton Verhoeff,2008-06-19,D,SJS,,keaton-verhoeff
vielje01,Jeffrey Viel,1997-01-28,F,TBL,171886,jeffrey-viel
vilarga01,Gabriel Vilardi,1999-08-16,C,WPG,187453,gabriel-vilardi
vilento01,Topias Vilen,2003-04-01,D,NJD,231037,topias-vilen
villama01,Matt Villalta,1999-06-03,G,BUF,196034,matt-villalta
villena01,Nathan Villeneuve,2006-04-13,F,SEA,250684,nathan-villeneuve
villewi01,William Villeneuve,2002-03-20,D,TOR,216582,william-villeneuve
villexa01,Xavier Villeneuve,2007-09-29,D,CHI,,xavier-villeneuve
vilmasa01,Sandis Vilmanis,2004-01-23,LW,FLA,244113,sandis-vilmanis
vinniee01,Eemil Vinni,2005-12-18,G,EDM,,eemil-vinni
vladada01,Daniel Vladař,1997-08-20,G,PHI,182214,daniel-vladar
vlasial01,Alex Vlasic,2001-06-05,D,CHI,209482,alex-vlasic
vorondi01,Dmitri Voronkov,2000-09-10,LW,CBJ,223335,dmitri-voronkov
wahlban01,Anton Wahlberg,2005-07-04,C,ANA,249109,anton-wahlberg
walkena01,Nathan Walker,1994-02-07,C,STL,145748,nathan-walker
walkese01,Sean Walker,1994-11-13,D,CAR,151662,sean-walker
walliwi01,William Wallinder,2002-07-28,D,DET,229805,william-wallinder
wallsje01,Jesper Wallstedt,2002-11-14,G,MIN,225186,jesper-wallstedt
walmaja01,Jake Walman,1996-02-20,D,EDM,169430,jake-walman
waltoki01,Kieron Walton,2006-04-22,C,WPG,,kieron-walton
wangsi01,Simon (Haoxi) Wang,2007-07-27,D,SJS,264413,simon-haoxi-wang
wardta01,Taylor Ward,1998-03-31,F,LAK,178652,taylor-ward
warrema01,Marshall Warren,2001-04-20,D,MIN,209483,marshall-warren
washeti01,Tim Washe,2001-08-25,F,ANA,225980,tim-washe
webbeca01,Cade Webber,2001-01-05,D,TOR,217618,cade-webber
wedgesc01,Scott Wedgewood,1992-08-14,G,COL,116100,scott-wedgewood
weegama01,MacKenzie Weegar,1994-01-07,D,UTA,142279,mackenzie-weegar
wennbal01,Alexander Wennberg,1994-09-22,C,SJS,152767,alexander-wennberg
werenza01,Zach Werenski,1997-07-19,D,CBJ,170354,zach-werenski
westma01,Mason West,2007-08-03,C,CHI,292148,mason-west
wetscca01,Carson Wetsch,2006-05-04,F,SJS,253023,carson-wetsch
whiteco03,Colton White,1997-05-03,D,NJD,170182,colton-white
whiteza01,Zach Whitecloud,1996-11-28,D,CGY,165828,zach-whitecloud
wiebeab01,Abram Wiebe,2003-08-28,D,CGY,231871,abram-wiebe
wiesboz01,Ozzy Wiesblatt,2002-03-09,RW,NSH,212572,ozzy-wiesblatt
willato01,Tom Willander,2005-02-09,D,VAN,248575,tom-willander
wilsbad01,Adam Wilsby,2000-08-07,D,NSH,223783,adam-wilsby
wilsoga01,Garrett Wilson,1991-03-16,LW,PHI,110217,garrett-wilson
wilsoto01,Tom Wilson,1994-03-29,RW,WSH,130599,tom-wilson
wintery01,Ryan Winterton,2003-09-04,C,SEA,227270,ryan-winterton
wolfdu01,Dustin Wolf,2001-04-16,G,CGY,209887,dustin-wolf
wolljo01,Joseph Woll,1998-07-12,G,TOR,177835,joseph-woll
woodma01,Matthew Wood,2005-02-06,RW,NSH,241511,matthew-wood
woodmi01,Miles Wood,1995-09-13,LW,CBJ,168007,miles-wood
wothepa01,Parker Wotherspoon,1997-08-24,D,PIT,163398,parker-wotherspoon
wrighja03,Jared Wright,2002-11-22,RW,LAK,238744,jared-wright
wrighsh01,Shane Wright,2004-01-05,C,SEA,227271,shane-wright
wytteet01,Ethan Wyttenbach,2007-02-10,LW,CGY,,ethan-wyttenbach
xhekaar01,Arber Xhekaj,2001-01-30,D,MTL,216624,arber-xhekaj
xhekafl01,Florian Xhekaj,2004-06-27,LW,MTL,262259,florian-xhekaj
yagerbr01,Brayden Yager,2005-01-03,C,WPG,240700,brayden-yager
yakemca01,Carter Yakemchuk,2005-09-29,D,OTT,248113,carter-yakemchuk
yamamka01,Kailer Yamamoto,1998-09-29,RW,UTA,177091,kailer-yamamoto
yegormi01,Mikhail Yegorov,2006-03-07,G,NJD,270615,mikhail-yegorov
yorkca01,Cameron York,2001-01-05,D,PHI,209485,cameron-york
yurovda01,Danila Yurov,2003-12-22,RW,MIN,235057,danila-yurov
zachapa01,Pavel Zacha,1997-04-06,C,BOS,169698,pavel-zacha
zadorni01,Nikita Zadorov,1995-04-16,D,BOS,160323,nikita-zadorov
zamulye01,Egor Zamula,2000-03-30,D,CBJ,208587,egor-zamula
zaryco01,Connor Zary,2001-09-25,C,CGY,208600,connor-zary
zavraeg01,Egor Zavragin,2005-08-23,G,PHI,266386,egor-zavragin
zegratr01,Trevor Zegras,2001-03-20,C,PHI,209486,trevor-zegras
zellewi01,William Zellers,2006-04-04,F,COL,266403,william-zellers
zellwol01,Olen Zellweger,2003-09-10,D,ANA,220134,olen-zellweger
zettefa01,Fabian Zetterlund,1999-08-25,W,OTT,192064,fabian-zetterlund
zharoal01,Alexander Zharovsky,2007-02-22,RW,MTL,286277,alexander-zharovsky
zhilkda01,Danil Zhilkin,2003-12-19,C,WPG,227273,danil-zhilkin
zibanmi01,Mika Zibanejad,1993-04-18,C,NYR,139958,mika-zibanejad
ziemebr01,Brodie Ziemer,2006-02-22,F,BUF,,brodie-ziemer
ziemmko01,Koehn Ziemmer,2004-12-08,RW,LAK,230182,koehn-ziemmer
zonnobi01,Bill Zonnon,2006-10-03,RW,PIT,261571,bill-zonnon
zubar01,Artem Zub,1995-10-03,D,OTT,180682,artem-zub
zuccama01,Mats Zuccarello,1987-09-01,LW,MIN,117131,mats-zuccarello
zuckeja01,Jason Zucker,1992-01-16,LW,BUF,120964,jason-zucker
